x1,x2,s,y
0.24078750974193844,-2.5530423801917568,0,0
0.025405208385016018,-1.9066101387388157,1,0
-0.3994490292628752,-1.2624471557680654,1,1
-0.2675947462353477,0.585304970236399,1,0
-1.9457030831639588,-10.366807329364303,1,0
0.9688826385630508,-3.370534090021365,1,0
-0.1871838500258336,-6.026608087871614,0,0
-0.49331988336219407,-0.07693898696927975,0,0
-1.3342584714027534,-4.440488649400128,1,0
0.9364457258311158,-0.4110822734512827,1,0
-0.6585529668050037,-3.1157393313743804,0,0
-1.3479254226291204,-5.419735636040682,1,0
0.4768983689222224,-3.359475818257455,0,0
0.6769080350302455,-5.217374875191073,0,0
-0.13105401154141233,-5.793450931881992,1,0
0.42833187053041766,-0.3136695792779285,1,1
-0.5215796779933731,-1.747182768070731,1,0
0.681594518281627,-1.1210073640720646,1,0
0.44386323274542566,-4.218228854586883,1,0
-0.5788496647644155,-6.271531292066308,1,0
0.37816251960217356,-0.5710781767844371,1,0
1.0294388287827672,-3.4222882921821527,1,0
-0.13370155966843916,0.777129066048879,1,0
1.0777438059762627,-2.800855272905359,0,0
-0.2125230447703092,5.146803389933862,0,1
-1.3597807255038137,-2.804786776161679,1,0
-0.4380743016111864,-0.2644822563744163,0,0
0.9693967081580112,-3.712605492055153,0,0
-0.4513030371025261,-0.3477603206860415,1,0
0.4001572083672233,2.4700527576933444,1,1
-0.5911831037644297,-3.2844757797477646,0,0
-0.7049213525074449,0.5916232623673301,1,0
-0.13190863977996706,-4.350280809956543,0,0
-0.757870860425166,-3.702323399384631,1,0
-0.18505367100934153,8.119865205290962,0,1
0.5640085350738091,0.4868225979697469,1,1
-0.8047537406378693,-7.26561908626895,1,0
-0.19065349358139935,-3.5212158707395034,1,0
0.35281660649437835,0.691156225830603,0,1
0.08842208704466141,7.562829665375223,0,1
-1.4240609089825316,1.232324852531039,0,1
-0.19839889682004574,3.907694767200936,1,1
0.4032645401632468,-2.10757814800318,1,0
0.19796728994496746,-1.1463978866301725,0,1
-0.5757879698130661,-0.9913367840262066,0,0
-1.3414967255830426,-3.380786529960459,0,0
0.022959755607951444,-4.692441860518128,1,0
0.4393917012645369,-6.150840838864731,1,0
-0.042171451290578935,-4.796555439668607,0,1
0.4453932508947973,9.106319733931484,1,1
-1.188944955203736,-5.786780830287039,0,0
1.1368913626026953,-2.609423635810188,1,1
-0.5963140384505081,-3.4954427588966555,0,0
0.8689634868967954,-6.131774430372167,1,1
0.021062021342063624,-4.041840875418733,1,0
-1.139802455426774,-0.5881350681156685,0,1
1.9559123082506942,6.928129384251596,0,1
0.3990463456401302,-9.5611777151111,0,0
0.7243685048699644,-0.9357063965365673,1,1
-0.10730527629117469,-6.7968239001181345,0,0
0.5270042084546597,-4.329492553942435,0,0
-0.9962126403710662,-4.928617668177826,0,0
0.16667349537252904,4.7417108432268495,0,1
1.0996595958871132,5.9389417052831845,1,1
-0.23346666154369272,-4.619191843830716,1,0
0.7717905512136674,-0.6530422816893013,1,0
-1.936279805846507,-1.414732051537136,1,0
0.4014990550902875,2.279316281508633,1,1
0.14195316332077967,2.8220466653315417,0,1
-0.8056265075393678,-2.345852395015426,0,0
-0.10434349149469264,0.2611748060332228,1,0
0.37005588784751875,-8.964139932698636,0,0
-1.1776289624826308,-6.610101697465462,1,0
1.079618592036821,-1.9212710110058697,0,1
-0.2764328450158372,-3.1311615867974276,0,0
-0.3091144447717088,-3.1375235541670095,0,0
0.16422775548733395,2.8361381340728378,1,1
0.07458640654355353,-1.3184600627578988,0,0
0.4173188210318355,-1.682247545900722,0,0
0.2256086544711038,-4.615162106294829,1,1
-0.5068163542986875,-7.629056543866247,1,0
-0.46886418796679563,-5.98615503682525,0,0
-0.9855107376841507,-3.791754648400982,0,0
-0.3615992807816198,-2.501358431809791,0,0
1.3290628465396823,-1.2881238305738063,1,1
-1.7776669547337063,-1.4044473239753394,0,0
1.4944845444913688,3.836713442320282,0,1
-0.03424228053195387,-2.022021990933063,0,0
-0.5142339659399888,-3.001408197094996,0,0
0.6993804835878171,0.3020466809509147,1,1
0.4631303293186071,0.3160322240590683,1,1
2.6962240525635797,-7.436050203281448,0,0
0.2053325637779597,-1.0304263890760699,1,0
2.0644928613593194,2.72852574119855,1,1
0.8203217972614217,-2.8076534403832256,1,0
-2.655619092974933,-3.9561900265756424,1,0
0.008627898917576322,1.910750633011329,1,1
1.9229420264803847,5.492588645755012,0,1
-0.3948495140334503,-0.4076051880434764,1,1
-1.217938511593151,-1.1023544282492557,0,1
0.14844958138007808,-0.011127937835926416,0,1
