dataset,transform,model,split_id,Accuracy,Accuracy_race_0,Accuracy_race_0-race_1,Accuracy_race_0/race_1,Accuracy_race_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_race_0,TNR_race_0-race_1,TNR_race_0/race_1,TNR_race_1,TPR,TPR_race_0,TPR_race_0-race_1,TPR_race_0/race_1,TPR_race_1,prob_pos,prob_pos_race_0,prob_pos_race_0-race_1,prob_pos_race_0/race_1,prob_pos_race_1,seed
Compas Race,Calders,"Logistic Regression, C=1.0",0,0.5782643957826441,0.5744157441574416,0.011298541556844177,0.9807098070980708,0.5857142857142857,0.6039677234530176,0.826726410121244,0.6574440052700923,0.3184523809523809,0.2451923076923077,0.19230769230769232,0.5604395604395604,0.4375,0.8894830659536542,0.9193954659949622,0.10232229526325498,0.8887069829602404,0.8170731707317073,0.7761557177615572,0.8351783517835178,0.17327358987875596,0.7925310330317694,0.6619047619047619,0.0
Compas Race,Calders,SVM,0,0.5506893755068938,0.5461254612546126,0.013398348269196949,0.9760540158593076,0.5595238095238095,0.5832338617265087,0.8566947812335266,0.6567534076827757,0.22172619047619047,0.15144230769230768,0.18449519230769232,0.4508050089445438,0.3359375,0.9447415329768272,0.9596977329974812,0.05116114763162738,0.9466903527302992,0.9085365853658536,0.8540145985401459,0.9028290282902828,0.1433052187664734,0.8412709225379524,0.7595238095238095,0.0
Compas Race,Calders,Majority,0,0.4549878345498784,0.4883148831488315,0.097838692672641,0.7996401583303346,0.3904761904761905,0.5,1.0,0.6254180602006689,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Compas Race,Calders,"Logistic Regression, C=1.0",1,0.5604217356042174,0.5498154981549815,0.031136882797399457,0.9464037263323452,0.580952380952381,0.5880403297682709,0.7561764189070461,0.6494178525226391,0.28125,0.17548076923076922,0.2776442307692308,0.3872679045092838,0.453125,0.8948306595365418,0.9420654911838792,0.16157768630583025,0.8284857180122605,0.7804878048780488,0.7988645579886455,0.8819188191881919,0.2438235810929539,0.7235305837816297,0.6380952380952379,2410.0
Compas Race,Calders,SVM,1,0.5279805352798054,0.5289052890528906,0.002714812862414373,0.9948671096345514,0.5261904761904762,0.5625477463712758,0.8631259884027411,0.6459854014598541,0.17857142857142858,0.11298076923076925,0.17217548076923078,0.39620653319283455,0.28515625,0.9465240641711228,0.964735516372796,0.06229649198255205,0.9354263516525504,0.902439024390244,0.8783454987834549,0.9249692496924968,0.13687401159725887,0.8520231762917932,0.7880952380952381,2410.0
Compas Race,Calders,Majority,1,0.4549878345498784,0.4883148831488315,0.097838692672641,0.7996401583303346,0.3904761904761905,0.5,1.0,0.6254180602006689,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2410.0
Compas Race,Calders,"Logistic Regression, C=1.0",2,0.5888077858880778,0.5781057810578106,0.03141802846599895,0.9484547970479704,0.6095238095238096,0.6136403425006367,0.784941135125637,0.6631229235880399,0.3377976190476191,0.2451923076923077,0.2430889423076923,0.5021538461538462,0.48828125,0.8894830659536542,0.9269521410579346,0.12817165325305646,0.861727863202545,0.7987804878048781,0.7656123276561233,0.8388683886838868,0.21505886487436301,0.7436321742773356,0.6238095238095238,4820.0
Compas Race,Calders,SVM,2,0.5628548256285483,0.5621156211562116,0.0021700931295026704,0.996154265340122,0.5642857142857143,0.5932168321874205,0.8587155157265859,0.6595072646873026,0.2559523809523809,0.19230769230769232,0.16706730769230768,0.5351170568561873,0.359375,0.93048128342246,0.9496221662468514,0.06547582478343672,0.9310506566604128,0.8841463414634146,0.8288726682887266,0.8769987699876999,0.1412844842734141,0.838900020036065,0.7357142857142858,4820.0
Compas Race,Calders,Majority,2,0.4549878345498784,0.4883148831488315,0.097838692672641,0.7996401583303346,0.3904761904761905,0.5,1.0,0.6254180602006689,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4820.0
Compas Race,Calders,"Logistic Regression, C=1.0",3,0.5604217356042174,0.5719557195571956,0.033860481461957526,0.9407987711213516,0.5380952380952381,0.5877458938120703,0.8333157617290459,0.6485084306095981,0.2842261904761905,0.2259615384615385,0.15294471153846154,0.5963521015067407,0.37890625,0.8912655971479501,0.9345088161209067,0.14792345026724818,0.8417099467490633,0.7865853658536586,0.7956204379562044,0.8523985239852399,0.16668423827095413,0.8044526901669758,0.6857142857142857,7230.0
Compas Race,Calders,SVM,3,0.5247364152473641,0.5362853628536285,0.033904410472676116,0.9367791612057668,0.5023809523809524,0.5578049401578813,0.8805043050430504,0.6391625615763546,0.19047619047619047,0.14182692307692307,0.12770432692307693,0.5261984392419174,0.26953125,0.9251336898395722,0.9496221662468514,0.08376850771026599,0.9117875396260594,0.8658536585365854,0.8621248986212491,0.9028290282902828,0.11949569495694955,0.8676430517711172,0.7833333333333333,7230.0
Compas Race,Calders,Majority,3,0.4549878345498784,0.4883148831488315,0.097838692672641,0.7996401583303346,0.3904761904761905,0.5,1.0,0.6254180602006689,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7230.0
Compas Race,Calders,"Logistic Regression, C=1.0",4,0.5742092457420924,0.5694956949569495,0.013837638376383854,0.9762783342119132,0.5833333333333334,0.5995113954672778,0.8292655069407837,0.6530072703238599,0.3184523809523809,0.2451923076923077,0.19230769230769232,0.5604395604395604,0.4375,0.8805704099821747,0.9093198992443324,0.09834428948823493,0.8918485237483954,0.8109756097560976,0.7721005677210057,0.8302583025830258,0.17073449305921629,0.7943597883597884,0.6595238095238095,9640.0
Compas Race,Calders,SVM,4,0.5417680454176804,0.5448954489544895,0.009181163240203792,0.983150596581748,0.5357142857142857,0.5735771581359816,0.8822087506589352,0.6479750778816199,0.2202380952380953,0.1658653846153846,0.1427283653846154,0.5374878286270691,0.30859375,0.926916221033868,0.9420654911838792,0.05182158874485465,0.9449915221077344,0.8902439024390244,0.8467153284671532,0.8868388683886839,0.11779124934106475,0.8671785218941946,0.7690476190476191,9640.0
Compas Race,Calders,Majority,4,0.4549878345498784,0.4883148831488315,0.097838692672641,0.7996401583303346,0.3904761904761905,0.5,1.0,0.6254180602006689,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9640.0
Compas Race,Calders,"Logistic Regression, C=1.0",5,0.5547445255474452,0.5596555965559655,0.01441750131787034,0.9742386185243328,0.5452380952380952,0.5807709447415329,0.7856176418907046,0.6399999999999999,0.2916666666666667,0.21153846153846154,0.21033653846153846,0.5014245014245015,0.421875,0.8698752228163993,0.9244332493702768,0.1866283713214965,0.7981159035023593,0.7378048780487805,0.7818329278183292,0.8548585485854858,0.2143823581092954,0.7492189105858169,0.6404761904761904,12050.0
Compas Race,Calders,SVM,5,0.5320356853203568,0.5485854858548586,0.048585485854858564,0.9114349775784754,0.5,0.5643541507512095,0.861535758214725,0.6422814631122133,0.20535714285714285,0.15625,0.12890625,0.547945205479452,0.28515625,0.9233511586452764,0.9596977329974812,0.12433187933894453,0.8704468343896037,0.8353658536585366,0.8532035685320357,0.9003690036900369,0.13846424178527506,0.8462138953942232,0.7619047619047619,12050.0
Compas Race,Calders,Majority,5,0.4549878345498784,0.4883148831488315,0.097838692672641,0.7996401583303346,0.3904761904761905,0.5,1.0,0.6254180602006689,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12050.0
Compas Race,Calders,"Logistic Regression, C=1.0",6,0.5539334955393349,0.5584255842558425,0.013187489017747356,0.9763845185651352,0.5452380952380952,0.5819407308377896,0.8174046740467404,0.6456185567010311,0.2708333333333333,0.1995192307692308,0.1871995192307692,0.515928515928516,0.38671875,0.893048128342246,0.9345088161209067,0.14182588929163842,0.8482348300571956,0.7926829268292683,0.8037307380373074,0.8659286592865929,0.1825953259532596,0.7891335227272727,0.6833333333333333,14460.0
Compas Race,Calders,SVM,6,0.5474452554744526,0.5645756457564576,0.050289931470743336,0.910924369747899,0.5142857142857142,0.5798160173160174,0.8988754173256018,0.653846153846154,0.2202380952380953,0.18509615384615385,0.09224759615384616,0.66738894907909,0.27734375,0.9393939393939394,0.9622166246851386,0.07807028322172394,0.9188641297407738,0.8841463414634146,0.8523925385239254,0.8868388683886839,0.10112458267439817,0.8859718644739449,0.7857142857142857,14460.0
Compas Race,Calders,Majority,6,0.4549878345498784,0.4883148831488315,0.097838692672641,0.7996401583303346,0.3904761904761905,0.5,1.0,0.6254180602006689,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14460.0
