dataset,transform,model,split_id,Accuracy,Accuracy_race_0,Accuracy_race_0-race_1,Accuracy_race_0/race_1,Accuracy_race_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_race_0,TNR_race_0-race_1,TNR_race_0/race_1,TNR_race_1,TPR,TPR_race_0,TPR_race_0-race_1,TPR_race_0/race_1,TPR_race_1,prob_pos,prob_pos_race_0,prob_pos_race_0-race_1,prob_pos_race_0/race_1,prob_pos_race_1,seed
Compas Race,Upsample naive,"Logistic Regression, C=1.0",0,0.6626115166261152,0.6617466174661747,0.0025390968195395662,0.9961777037125212,0.6642857142857143,0.6627992105933282,0.8349059919170619,0.6419965576592083,0.6607142857142857,0.6153846153846154,0.11899038461538458,0.8379705400981997,0.734375,0.6648841354723708,0.7103274559193955,0.15544940713890765,0.7811581041342328,0.5548780487804879,0.4874290348742904,0.5436654366543665,0.16509400808293795,0.6963316095669037,0.37857142857142856,0.0
Compas Race,Upsample naive,SVM,0,0.6836982968369829,0.6789667896678967,0.01389035318924614,0.9799520675619128,0.6928571428571428,0.6797889610389611,0.8340274117026885,0.6467391304347826,0.7232142857142857,0.6778846153846154,0.11899038461538458,0.8506787330316743,0.796875,0.6363636363636364,0.6801007556675063,0.14961295078945747,0.7800135501355014,0.5304878048780488,0.44038929440389296,0.4969249692496925,0.16597258829731154,0.6660007072135785,0.3309523809523809,0.0
Compas Race,Upsample naive,Majority,0,0.5450121654501217,0.5116851168511685,0.09783869267264113,0.8394833948339482,0.6095238095238096,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
Compas Race,Upsample naive,"Logistic Regression, C=1.0",1,0.6455798864557989,0.6359163591635917,0.028369355122122575,0.9572934439021812,0.6642857142857143,0.6492352622867328,0.8324108241082411,0.6391412056151939,0.6086309523809523,0.5504807692307693,0.15264423076923073,0.7829059829059829,0.703125,0.6898395721925134,0.72544080604534,0.12178226945997415,0.8321265243902439,0.6036585365853658,0.527169505271695,0.5842558425584256,0.16758917589175887,0.7131578947368422,0.4166666666666667,2410.0
Compas Race,Upsample naive,SVM,1,0.67558799675588,0.6740467404674046,0.004524688104023955,0.9933320385835436,0.6785714285714286,0.6758817163228928,0.7843524863820067,0.6557659208261618,0.6726190476190477,0.6105769230769231,0.16286057692307687,0.7894327894327895,0.7734375,0.6791443850267379,0.7405541561712846,0.2100663512932358,0.7163389746142359,0.5304878048780488,0.4874290348742904,0.5608856088560885,0.21564751361799328,0.6155231829573935,0.34523809523809523,2410.0
Compas Race,Upsample naive,Majority,1,0.5450121654501217,0.5116851168511685,0.09783869267264113,0.8394833948339482,0.6095238095238096,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2410.0
Compas Race,Upsample naive,"Logistic Regression, C=1.0",2,0.6739659367396593,0.6715867158671587,0.006984712704269924,0.9897067391726548,0.6785714285714286,0.6729214413037943,0.8281584958706729,0.6486013986013985,0.6845238095238095,0.6370192307692307,0.12469951923076927,0.8362919132149901,0.76171875,0.6613190730837789,0.7078085642317379,0.1590280764268599,0.7753233226282442,0.5487804878048781,0.472830494728305,0.5313653136531366,0.17184150412932706,0.6766038359788361,0.3595238095238095,4820.0
Compas Race,Upsample naive,SVM,2,0.689375506893755,0.6851168511685117,0.012502196450535852,0.98207876276715,0.6976190476190476,0.6867639101094983,0.7986733438762958,0.6583407671721676,0.7157738095238095,0.6586538461538461,0.14993990384615385,0.8145670754366406,0.80859375,0.6577540106951871,0.7128463476070529,0.18845610370461385,0.7356287167111955,0.5243902439024389,0.4541768045417681,0.5227552275522755,0.2013266561237041,0.614873949579832,0.32142857142857145,4820.0
Compas Race,Upsample naive,Majority,2,0.5450121654501217,0.5116851168511685,0.09783869267264113,0.8394833948339482,0.6095238095238096,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,4820.0
Compas Race,Upsample naive,"Logistic Regression, C=1.0",3,0.6520681265206812,0.6592865928659286,0.021191354770690563,0.9678571428571427,0.6380952380952379,0.6535682454800102,0.8223686522579512,0.6367485182049111,0.6369047619047619,0.59375,0.11328125,0.8397790055248618,0.70703125,0.6702317290552585,0.7279596977329975,0.1974718928549487,0.7287323824795341,0.5304878048780488,0.5028386050283861,0.5633456334563346,0.17763134774204886,0.6846849656893325,0.3857142857142857,7230.0
