dataset,transform,model,split_id,Accuracy,Accuracy_race_White_0,Accuracy_race_White_0-race_White_1,Accuracy_race_White_0/race_White_1,Accuracy_race_White_1,Balanced Accuracy,CV absolute,F1,P(s|y)=0.5,TNR,TNR_race_White_0,TNR_race_White_0-race_White_1,TNR_race_White_0/race_White_1,TNR_race_White_1,TPR,TPR_race_White_0,TPR_race_White_0-race_White_1,TPR_race_White_0/race_White_1,TPR_race_White_1,percent_dropped,prob_pos,prob_pos_race_White_0,prob_pos_race_White_0-race_White_1,prob_pos_race_White_0/race_White_1,prob_pos_race_White_1,seed
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",0,0.8789556962025317,0.8860759493670886,0.014240506329113887,0.9839285714285716,0.8718354430379747,0.7575751879699248,0.9731012658227848,0.6025974025974026,1.0,0.9351503759398496,0.9473684210526316,0.024436090225563808,0.9742063492063492,0.9229323308270676,0.58,0.56,0.039999999999999925,0.9333333333333336,0.6,0.7204776647501105,0.1463607594936709,0.13291139240506328,0.0268987341772152,0.8316831683168316,0.15981012658227847,0.0
Adult Race-Binary,Upsample preferential,SVM,0,0.8983386075949367,0.9003164556962026,0.003955696202531668,0.9956063268892794,0.8963607594936709,0.7883740601503759,0.9691455696202532,0.6613965744400526,1.0,0.949248120300752,0.9595864661654137,0.02067669172932329,0.9784524975514202,0.9389097744360902,0.6275,0.585,0.08500000000000008,0.8731343283582088,0.67,0.7204776647501105,0.14200949367088608,0.12658227848101267,0.030854430379746837,0.8040201005025126,0.1574367088607595,0.0
Adult Race-Binary,Upsample preferential,Majority,0,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,0.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",1,0.8789556962025317,0.8892405063291139,0.02056962025316456,0.9768683274021353,0.8686708860759493,0.7667105263157895,0.9873417721518988,0.6116751269035533,1.0,0.9309210526315792,0.9407894736842104,0.019736842105263164,0.9790209790209792,0.9210526315789472,0.6025,0.615,0.025000000000000026,0.9593495934959352,0.59,0.7204776647501105,0.15348101265822786,0.14715189873417722,0.01265822784810125,0.9207920792079208,0.15981012658227847,2410.0
Adult Race-Binary,Upsample preferential,SVM,1,0.8979430379746836,0.9082278481012658,0.02056962025316456,0.9773519163763066,0.8876582278481012,0.7779887218045113,0.990506329113924,0.6513513513513512,1.0,0.9534774436090224,0.9624060150375942,0.017857142857142794,0.9814453125,0.9445488721804512,0.6025,0.62,0.03500000000000003,0.943548387096774,0.585,0.7204776647501105,0.13449367088607594,0.12974683544303794,0.009493670886075944,0.931818181818182,0.13924050632911392,2410.0
Adult Race-Binary,Upsample preferential,Majority,1,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,2410.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",2,0.8904272151898734,0.8955696202531646,0.010284810126582222,0.9885159010600708,0.8852848101265823,0.7725093984962406,0.9944620253164556,0.6340819022457068,1.0,0.9450187969924811,0.9464285714285714,0.0028195488721803885,0.9970208540218471,0.943609022556391,0.6,0.625,0.05000000000000005,0.92,0.575,0.7204776647501105,0.14121835443037975,0.1439873417721519,0.005537974683544306,0.9615384615384616,0.13844936708860758,4820.0
Adult Race-Binary,Upsample preferential,SVM,2,0.9022943037974684,0.9074367088607594,0.010284810126582222,0.9886660854402792,0.8971518987341772,0.7795582706766917,0.9833860759493672,0.6602475928473177,1.0,0.9591165413533834,0.9671052631578948,0.015977443609022538,0.9834791059280856,0.9511278195488722,0.6,0.59,0.02000000000000001,0.9672131147540984,0.61,0.7204776647501105,0.1293512658227848,0.12104430379746835,0.016613924050632917,0.8793103448275862,0.13765822784810128,4820.0
Adult Race-Binary,Upsample preferential,Majority,2,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,4820.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",3,0.8674841772151899,0.8678797468354429,0.0007911392405063332,0.9990884229717408,0.8670886075949367,0.7456860902255641,0.997626582278481,0.5754119138149557,1.0,0.9238721804511278,0.924812030075188,0.001879699248120259,0.9979674796747968,0.9229323308270676,0.5675,0.565,0.0050000000000000044,0.9912280701754386,0.57,0.7204776647501105,0.153876582278481,0.15268987341772153,0.002373417721518972,0.9846938775510206,0.1550632911392405,7230.0
Adult Race-Binary,Upsample preferential,SVM,3,0.8840981012658228,0.8852848101265823,0.002373417721519,0.9973190348525468,0.8829113924050633,0.7646898496240602,0.9881329113924052,0.6169934640522876,1.0,0.9393796992481204,0.943609022556391,0.008458646616541388,0.9910358565737052,0.9351503759398496,0.59,0.575,0.030000000000000027,0.9504132231404958,0.605,0.7204776647501105,0.14438291139240506,0.13844936708860758,0.011867088607594944,0.9210526315789472,0.15031645569620253,7230.0
Adult Race-Binary,Upsample preferential,Majority,3,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,7230.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",4,0.8682753164556962,0.872626582278481,0.008702531645569556,0.9900271985494108,0.8639240506329114,0.7400657894736842,0.9928797468354428,0.5703225806451613,1.0,0.9276315789473684,0.9323308270676692,0.009398496240601406,0.9899193548387096,0.9229323308270676,0.5525,0.555,0.0050000000000000044,0.990990990990991,0.55,0.7204776647501105,0.14833860759493672,0.14477848101265822,0.007120253164556972,0.953125,0.1518987341772152,9640.0
Adult Race-Binary,Upsample preferential,SVM,4,0.8896360759493671,0.8924050632911392,0.0055379746835443324,0.9937943262411348,0.8868670886075949,0.7720394736842104,0.9818037974683544,0.6324110671936759,1.0,0.9440789473684208,0.9511278195488722,0.014097744360902276,0.9851778656126482,0.93703007518797,0.6,0.58,0.040000000000000036,0.935483870967742,0.62,0.7204776647501105,0.14200949367088608,0.13291139240506328,0.018196202531645583,0.8795811518324607,0.15110759493670886,9640.0
Adult Race-Binary,Upsample preferential,Majority,4,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,9640.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",5,0.8833069620253164,0.8860759493670886,0.005537974683544222,0.99375,0.8805379746835443,0.7713251879699248,0.9912974683544304,0.6222791293213827,1.0,0.9351503759398496,0.9342105263157896,0.001879699248120259,0.997991967871486,0.9360902255639098,0.6075,0.63,0.04500000000000004,0.9285714285714284,0.585,0.7204776647501105,0.1507120253164557,0.1550632911392405,0.008702531645569611,0.9438775510204084,0.1463607594936709,12050.0
Adult Race-Binary,Upsample preferential,SVM,5,0.8979430379746836,0.9018987341772152,0.007911392405063333,0.9912280701754386,0.8939873417721519,0.7861090225563909,1.0,0.6587301587301587,1.0,0.949718045112782,0.9520676691729324,0.004699248120300759,0.9950641658440276,0.9473684210526316,0.6225,0.635,0.025000000000000026,0.9606299212598424,0.61,0.7204776647501105,0.14082278481012658,0.14082278481012658,0.0,1.0,0.14082278481012658,12050.0
Adult Race-Binary,Upsample preferential,Majority,5,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,12050.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",6,0.8844936708860759,0.8892405063291139,0.009493670886075887,0.98932384341637,0.8797468354430379,0.7639097744360903,0.9889240506329114,0.6167979002624672,1.0,0.9403195488721804,0.9464285714285714,0.012218045112781906,0.987090367428004,0.9342105263157896,0.5875,0.585,0.0050000000000000044,0.9915254237288136,0.59,0.7204776647501105,0.14319620253164558,0.13765822784810128,0.011075949367088585,0.9255319148936172,0.14873417721518986,14460.0
Adult Race-Binary,Upsample preferential,SVM,6,0.8991297468354429,0.903481012658228,0.008702531645569667,0.990367775831874,0.8947784810126582,0.7776785714285714,0.9849683544303798,0.6530612244897959,1.0,0.9553571428571428,0.9624060150375942,0.014097744360902163,0.9853515625,0.9483082706766918,0.6,0.59,0.02000000000000001,0.9672131147540984,0.61,0.7204776647501105,0.13251582278481014,0.125,0.01503164556962025,0.8926553672316384,0.14003164556962025,14460.0
Adult Race-Binary,Upsample preferential,Majority,6,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,14460.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",7,0.8856803797468354,0.8908227848101266,0.010284810126582222,0.988454706927176,0.8805379746835443,0.77578007518797,0.9833860759493672,0.6299615877080665,1.0,0.9365601503759399,0.9445488721804512,0.015977443609022538,0.983084577114428,0.9285714285714286,0.615,0.605,0.02000000000000001,0.968,0.625,0.7204776647501105,0.1507120253164557,0.14240506329113925,0.01661392405063289,0.8955223880597016,0.15901898734177214,16870.0
Adult Race-Binary,Upsample preferential,SVM,7,0.8995253164556962,0.9082278481012658,0.017405063291139222,0.980836236933798,0.8908227848101266,0.789078947368421,0.9873417721518988,0.6640211640211641,1.0,0.950657894736842,0.9595864661654137,0.017857142857142905,0.9813907933398628,0.9417293233082706,0.6275,0.635,0.015000000000000013,0.9763779527559054,0.62,0.7204776647501105,0.14082278481012658,0.13449367088607594,0.012658227848101278,0.9139784946236559,0.14715189873417722,16870.0
Adult Race-Binary,Upsample preferential,Majority,7,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,16870.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",8,0.8801424050632911,0.877373417721519,0.0055379746835443324,0.9937275985663082,0.8829113924050633,0.7694454887218045,0.997626582278481,0.6159695817490495,1.0,0.931390977443609,0.9304511278195488,0.001879699248120259,0.9979838709677421,0.9323308270676692,0.6075,0.595,0.025000000000000026,0.9596774193548386,0.62,0.7204776647501105,0.153876582278481,0.15268987341772153,0.002373417721518972,0.9846938775510206,0.1550632911392405,19280.0
Adult Race-Binary,Upsample preferential,SVM,8,0.8999208860759493,0.8987341772151899,0.002373417721519,0.9973661106233538,0.9011075949367088,0.7903289473684211,0.9928797468354432,0.6657859973579922,1.0,0.950657894736842,0.9520676691729324,0.0028195488721803885,0.9970384995064168,0.949248120300752,0.63,0.615,0.030000000000000027,0.9534883720930232,0.645,0.7204776647501105,0.14121835443037975,0.13765822784810128,0.007120253164556945,0.9508196721311476,0.14477848101265822,19280.0
Adult Race-Binary,Upsample preferential,Majority,8,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,19280.0
Adult Race-Binary,Upsample preferential,"Logistic Regression, C=1.0",9,0.8837025316455697,0.8908227848101266,0.014240506329113889,0.9840142095914742,0.8765822784810127,0.76546992481203,0.9936708860759493,0.6171875000000001,1.0,0.9384398496240601,0.9445488721804511,0.012218045112782017,0.9870646766169153,0.9323308270676691,0.5925,0.605,0.025000000000000022,0.9586776859504131,0.58,0.7204776647501105,0.14556962025316456,0.14240506329113925,0.006329113924050611,0.9574468085106385,0.14873417721518986,21690.0
Adult Race-Binary,Upsample preferential,SVM,9,0.901503164556962,0.9082278481012658,0.013449367088607556,0.9851916376306621,0.8947784810126582,0.7983740601503759,0.9849683544303798,0.6753585397653193,1.0,0.9492481203007519,0.9577067669172933,0.016917293233082775,0.9823356231599607,0.9407894736842105,0.6475,0.645,0.0050000000000000044,0.9923076923076923,0.65,0.7204776647501105,0.1451740506329114,0.13765822784810128,0.01503164556962025,0.9015544041450777,0.15268987341772153,21690.0
Adult Race-Binary,Upsample preferential,Majority,9,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,21690.0
