dataset,transform,model,split_id,Accuracy,Accuracy_race_White_0,Accuracy_race_White_0-race_White_1,Accuracy_race_White_0/race_White_1,Accuracy_race_White_1,Balanced Accuracy,CV absolute,F1,P(s|y)=0.5,TNR,TNR_race_White_0,TNR_race_White_0-race_White_1,TNR_race_White_0/race_White_1,TNR_race_White_1,TPR,TPR_race_White_0,TPR_race_White_0-race_White_1,TPR_race_White_0/race_White_1,TPR_race_White_1,percent_dropped,prob_pos,prob_pos_race_White_0,prob_pos_race_White_0-race_White_1,prob_pos_race_White_0/race_White_1,prob_pos_race_White_1,seed
Adult Race-Binary,no_transform,"Logistic Regression, C=1.0",0,0.8813291139240507,0.8916139240506329,0.02056962025316456,0.9769299023957408,0.8710443037974683,0.7539097744360903,0.9525316455696202,0.6021220159151194,1.0,0.9403195488721804,0.9605263157894736,0.040413533834586464,0.9579256360078278,0.9201127819548872,0.5675,0.525,0.08499999999999996,0.8606557377049181,0.61,0.7204776647501105,0.14003164556962025,0.11629746835443038,0.047468354430379764,0.7101449275362318,0.16376582278481014,0.0
Adult Race-Binary,no_transform,SVM,0,0.8979430379746836,0.8971518987341772,0.0015822784810126669,0.9982394366197184,0.8987341772151899,0.7637781954887218,0.9651898734177216,0.6376404494382022,1.0,0.9600563909774436,0.9699248120300752,0.019736842105263164,0.9796511627906976,0.950187969924812,0.5675,0.51,0.115,0.8160000000000001,0.625,0.7204776647501105,0.12341772151898735,0.1060126582278481,0.034810126582278486,0.7528089887640449,0.14082278481012658,0.0
Adult Race-Binary,no_transform,Majority,0,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,0.0
Adult Race-Binary,no_transform,Kamiran & Calders LR,0,0.8789556962025317,0.8876582278481012,0.017405063291139222,0.9803921568627452,0.8702531645569621,0.7504699248120301,0.9588607594936708,0.5952380952380952,1.0,0.93843984962406,0.9558270676691728,0.03477443609022557,0.9636184857423796,0.9210526315789472,0.5625,0.525,0.07499999999999996,0.8750000000000001,0.6,0.7204776647501105,0.14082278481012658,0.12025316455696206,0.04113924050632911,0.7450980392156863,0.16139240506329114,0.0
Adult Race-Binary,no_transform,Kamiran & Calders SVM,0,0.8995253164556962,0.8963607594936709,0.006329113924050668,0.9929886064855392,0.9026898734177216,0.7677631578947368,0.9651898734177216,0.6442577030812325,1.0,0.9605263157894736,0.9689849624060152,0.016917293233082775,0.982541222114452,0.9520676691729324,0.575,0.51,0.13,0.796875,0.64,0.7204776647501105,0.12420886075949368,0.10680379746835444,0.034810126582278486,0.7541899441340781,0.14161392405063292,0.0
Adult Race-Binary,no_transform,"Logistic Regression, C=1.0",1,0.8817246835443038,0.8939873417721519,0.024525316455696226,0.9725663716814159,0.8694620253164557,0.75921992481203,0.9723101265822784,0.6081258191349934,1.0,0.9384398496240601,0.9539473684210528,0.031015037593984936,0.9674876847290641,0.9229323308270676,0.58,0.575,0.010000000000000007,0.9829059829059827,0.585,0.7204776647501105,0.14359177215189872,0.12974683544303794,0.027689873417721528,0.8241206030150753,0.1574367088607595,2410.0
Adult Race-Binary,no_transform,SVM,1,0.8975474683544303,0.9082278481012658,0.02136075949367089,0.9764808362369338,0.8868670886075949,0.7604981203007519,0.9881329113924052,0.6336633663366338,1.0,0.9609962406015038,0.9708646616541352,0.019736842105263164,0.9796708615682478,0.9511278195488722,0.56,0.575,0.02999999999999992,0.947826086956522,0.545,0.7204776647501105,0.12143987341772153,0.11550632911392406,0.011867088607594944,0.906832298136646,0.127373417721519,2410.0
Adult Race-Binary,no_transform,Majority,1,0.8417721518987342,0.8417721518987342,0.0,1.0,0.8417721518987342,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.7204776647501105,0.0,0.0,0.0,,0.0,2410.0
Adult Race-Binary,no_transform,Kamiran & Calders LR,1,0.8797468354430379,0.8908227848101266,0.022151898734177226,0.9751332149200708,0.8686708860759493,0.7610902255639098,0.9762658227848101,0.6072351421188631,1.0,0.9346804511278196,0.9483082706766918,0.027255639097744425,0.9712586719524279,0.9210526315789472,0.5875,0.585,0.0050000000000000044,0.9915254237288136,0.59,0.7204776647501105,0.14794303797468356,0.1360759493670886,0.023734177215189858,0.8514851485148516,0.15981012658227847,2410.0
Adult Race-Binary,no_transform,Kamiran & Calders SVM,1,0.8983386075949367,0.9098101265822784,0.02294303797468356,0.974782608695652,0.8868670886075949,0.7629981203007519,0.9897151898734176,0.6375176304654442,1.0,0.9609962406015038,0.9708646616541352,0.019736842105263164,0.9796708615682478,0.9511278195488722,0.565,0.585,0.039999999999999925,0.9316239316239318,0.545,0.7204776647501105,0.12223101265822785,0.11708860759493672,0.010284810126582292,0.9192546583850932,0.127373417721519,2410.0
