dataset,transform,model,split_id,Accuracy,Accuracy_race_0,Accuracy_race_0-race_1,Accuracy_race_0/race_1,Accuracy_race_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_race_0,TNR_race_0-race_1,TNR_race_0/race_1,TNR_race_1,TPR,TPR_race_0,TPR_race_0-race_1,TPR_race_0/race_1,TPR_race_1,prob_pos,prob_pos_race_0,prob_pos_race_0-race_1,prob_pos_race_0/race_1,prob_pos_race_1,seed
Compas Race,Upsample uniform,"Logistic Regression, C=1.0",0,0.6658556366585564,0.6666666666666666,0.0023809523809523725,0.9964285714285714,0.6642857142857143,0.6556173605805959,0.8651291512915129,0.5960784313725489,0.7693452380952381,0.7427884615384616,0.06971153846153844,0.9142011834319528,0.8125,0.5418894830659536,0.5869017632241813,0.15397493395588865,0.7376478593112112,0.4329268292682927,0.3722627737226277,0.4182041820418204,0.1348708487084871,0.6775,0.2833333333333333,0.0
Compas Race,Upsample uniform,SVM,0,0.6828872668288727,0.6789667896678967,0.011509400808293768,0.9833312126224713,0.6904761904761905,0.6684452189966896,0.861869618696187,0.5931321540062434,0.8288690476190477,0.8004807692307693,0.07451923076923073,0.9148351648351648,0.875,0.5080213903743316,0.5516372795969773,0.14919825520673335,0.7295355830270632,0.4024390243902439,0.32441200324412,0.3714637146371464,0.13813038130381305,0.6281456953642384,0.2333333333333333,0.0
Compas Race,Upsample uniform,Majority,0,0.5450121654501217,0.5116851168511685,0.09783869267264113,0.8394833948339482,0.6095238095238096,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
Compas Race,Upsample uniform,"Logistic Regression, C=1.0",1,0.6504460665044607,0.6371463714637147,0.03904410472676157,0.9422587183618316,0.6761904761904762,0.6460442131398014,0.8413284132841328,0.608537693006358,0.6949404761904762,0.6418269230769231,0.13942307692307687,0.8215384615384616,0.78125,0.5971479500891266,0.6322418136020151,0.12004669165079562,0.8101253522495384,0.5121951219512195,0.4379562043795621,0.4920049200492005,0.15867158671586715,0.6775,0.3333333333333333,2410.0
Compas Race,Upsample uniform,SVM,1,0.6699107866991079,0.6617466174661747,0.02396766824811104,0.9650471504715048,0.6857142857142857,0.6591903806977337,0.8412405552626955,0.59822309970385,0.7782738095238095,0.7355769230769231,0.11207932692307687,0.8677773839064162,0.84765625,0.5401069518716578,0.5843828715365239,0.15145604226823126,0.7408273759461733,0.4329268292682927,0.3665855636658557,0.4206642066420664,0.15875944473730452,0.6225981620718463,0.2619047619047619,2410.0
Compas Race,Upsample uniform,Majority,1,0.5450121654501217,0.5116851168511685,0.09783869267264113,0.8394833948339482,0.6095238095238096,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2410.0
Compas Race,Upsample uniform,"Logistic Regression, C=1.0",2,0.6723438767234388,0.6678966789667896,0.01305570198559136,0.9808272907903904,0.6809523809523811,0.6620113954672778,0.8278685643999297,0.6031434184675835,0.7767857142857143,0.7331730769230769,0.11448317307692313,0.8649415101028004,0.84765625,0.5472370766488414,0.5994962216624685,0.17876451434539534,0.7018087722894035,0.4207317073170732,0.3706407137064071,0.4292742927429273,0.17213143560007033,0.5990176013098648,0.2571428571428571,4820.0
Compas Race,Upsample uniform,SVM,2,0.6853203568532036,0.6875768757687577,0.006624494816376725,0.9903654485049834,0.6809523809523811,0.6755355551311434,0.7916007731505886,0.62109375,0.7842261904761905,0.7355769230769231,0.12770432692307687,0.8520710059171598,0.86328125,0.5668449197860963,0.6372795969773299,0.2409381335626957,0.6219271184806711,0.39634146341463417,0.37550689375506896,0.4464944649446495,0.2083992268494113,0.533254624163715,0.2380952380952381,4820.0
Compas Race,Upsample uniform,Majority,2,0.5450121654501217,0.5116851168511685,0.09783869267264113,0.8394833948339482,0.6095238095238096,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,4820.0
Compas Race,Upsample uniform,"Logistic Regression, C=1.0",3,0.6536901865369019,0.6580565805658056,0.01281848532771035,0.980520694259012,0.6452380952380953,0.6466649159663865,0.8531101739588824,0.5990610328638497,0.7247023809523809,0.6947115384615384,0.07872596153846156,0.8982128982128982,0.7734375,0.5686274509803921,0.6196473551637279,0.17452540394421573,0.7183472139599445,0.4451219512195122,0.4087591240875912,0.4587945879458794,0.14688982604111755,0.6798353121409422,0.3119047619047619,7230.0
